NAME,LATITUDE,LONGITUDE,DATE,AWND,WSF2
"BROOKSVILLE HERNANDO CO AIRPORT, FL US",28.47388,-82.45374,9/29/2022,16.78,30
"GAINESVILLE REGIONAL AIRPORT, FL US",29.6917,-82.27603,9/28/2022,14.54,25.1
"GAINESVILLE REGIONAL AIRPORT, FL US",29.6917,-82.27603,9/29/2022,19.01,31.1
"ORLANDO INTERNATIONAL AIRPORT, FL US",28.41822,-81.32413,9/28/2022,24.83,48.1
"ORLANDO INTERNATIONAL AIRPORT, FL US",28.41822,-81.32413,9/29/2022,26.17,53
"SCOTTSMOOR 2.5 SSW, FL US",28.7299,-80.8795,9/28/2022,,
"SCOTTSMOOR 2.5 SSW, FL US",28.7299,-80.8795,9/29/2022,,
"JACKSONVILLE NAS, FL US",30.23333,-81.66667,9/28/2022,21.03,33.1
"JACKSONVILLE NAS, FL US",30.23333,-81.66667,9/29/2022,33.33,42.9
"MERRITT ISLAND FLORIDA, FL US",28.6408,-80.7308,9/28/2022,,
"MERRITT ISLAND FLORIDA, FL US",28.6408,-80.7308,9/29/2022,,
"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,9/28/2022,17.9,32
"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,9/29/2022,,
"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,9/28/2022,25.28,38.9
"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,9/29/2022,23.04,38.9
"LAKE CITY 2 E, FL US",30.1852,-82.5941,9/28/2022,,
"LAKE CITY 2 E, FL US",30.1852,-82.5941,9/29/2022,,
"SARASOTA BRADENTON AIRPORT, FL US",27.40146,-82.55863,9/28/2022,33.11,53
"SARASOTA BRADENTON AIRPORT, FL US",27.40146,-82.55863,9/29/2022,19.24,36
"MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US",25.64226,-80.43467,9/28/2022,17.45,29.1
"MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US",25.64226,-80.43467,9/29/2022,13.2,25.1
"FORT LAUDERDALE EXECUTIVE AIRPORT, FL US",26.19905,-80.17764,9/28/2022,18.79,32
"FORT LAUDERDALE EXECUTIVE AIRPORT, FL US",26.19905,-80.17764,9/29/2022,14.99,25.9
"KENANSVILLE, FL US",27.8703,-81.0435,9/28/2022,,
"LAKELAND LINDER REGIONAL AIRPORT, FL US",28,-82.05,9/28/2022,23.04,47
"LAKELAND LINDER REGIONAL AIRPORT, FL US",28,-82.05,9/29/2022,13.87,14.1
"MIAMI OPA LOCKA AIRPORT, FL US",25.91017,-80.28283,9/28/2022,23.94,33.1
"MIAMI OPA LOCKA AIRPORT, FL US",25.91017,-80.28283,9/29/2022,14.99,25.9
"FORT LAUDERDALE INTERNATIONAL AIRPORT, FL US",26.07875,-80.16223,9/28/2022,22.59,35.1
"FORT LAUDERDALE INTERNATIONAL AIRPORT, FL US",26.07875,-80.16223,9/29/2022,14.99,25.9
"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,9/28/2022,12.75,23
"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,9/29/2022,13.2,23
"ORLANDO SANFORD AIRPORT, FL US",28.77951,-81.24356,9/28/2022,20.58,40.9
"ORLANDO SANFORD AIRPORT, FL US",28.77951,-81.24356,9/29/2022,28.19,49
"KEY WEST NAS, FL US",24.58333,-81.68333,9/28/2022,28.41,53
"KEY WEST NAS, FL US",24.58333,-81.68333,9/29/2022,14.09,21
"VENICE, FL US",27.1006,-82.4364,9/28/2022,,
"VENICE, FL US",27.1006,-82.4364,9/29/2022,,
"HASTINGS 4 NE, FL US",29.7652,-81.4697,9/28/2022,,
"HASTINGS 4 NE, FL US",29.7652,-81.4697,9/29/2022,,
"OCALA JIM TAYLOR FIELD, FL US",29.16667,-82.23333,9/28/2022,9.17,18.1
"OCALA JIM TAYLOR FIELD, FL US",29.16667,-82.23333,9/29/2022,21.25,35.1
